REF_DATE,GEO,Province_encoding,DGUID,North American Industry Classification System (NAICS),Industry_encoding,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2005,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,10.2,,,,1
2005,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,165.8,,,,1
2005,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,193.4,,,,1
2005,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1644.6,,,,1
2005,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,329.8,,,,1
2005,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,116.3,,,,1
2005,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,131.2,,,,1
2005,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,159.1,,,,1
2005,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,89.5,,,,1
2005,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,143.2,,,,1
2005,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,212.8,,,,1
2005,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,109.2,,,,1
2005,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,171.7,,,,1
2005,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,88.4,,,,1
2005,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,93.2,,,,1
2006,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2140.8,,,,1
2006,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,452.7,,,,1
2006,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,34.9,,,,1
2006,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,43.5,,,,1
2006,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,8.2,,,,1
2006,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,174.7,,,,1
2006,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,191.3,,,,1
2006,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1688.1,,,,1
2006,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,343.3,,,,1
2006,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,115.8,,,,1
2006,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,133.2,,,,1
2006,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,164,,,,1
2006,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,95.6,,,,1
2006,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,153.2,,,,1
2006,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,227.7,,,,1
2006,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,109.2,,,,1
2006,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,167.4,,,,1
2006,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,89,,,,1
2006,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,89.9,,,,1
2007,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2206,,,,1
2007,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,480.6,,,,1
2007,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,34.9,,,,1
2007,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,46.7,,,,1
2007,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,9.9,,,,1
2007,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,191.7,,,,1
2007,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,197.4,,,,1
2007,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1725.4,,,,1
2007,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,353.2,,,,1
2007,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,121.7,,,,1
2007,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,141.4,,,,1
2007,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,164.1,,,,1
2007,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,95.5,,,,1
2007,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,154.3,,,,1
2007,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,231.7,,,,1
2007,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,113.9,,,,1
2007,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,168.7,,,,1
2007,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,86.2,,,,1
2007,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,94.7,,,,1
2008,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2241.9,,,,1
2008,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,486.1,,,,1
2008,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,33.8,,,,1
2008,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,43.8,,,,1
2008,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,12.5,,,,1
2008,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,218.1,,,,1
2008,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,177.9,,,,1
2008,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1755.8,,,,1
2008,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,352.2,,,,1
2008,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,123.8,,,,1
2008,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,138.7,,,,1
2008,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,165.6,,,,1
2008,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,102.6,,,,1
2008,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,153.3,,,,1
2008,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,241.2,,,,1
2008,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,112.2,,,,1
2008,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,170.6,,,,1
2008,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,94.8,,,,1
2008,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,100.9,,,,1
2009,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2191.9,,,,1
2009,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,441.4,,,,1
2009,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,31.6,,,,1
2009,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,39.6,,,,1
2009,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,11.9,,,,1
2009,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,203.7,,,,1
2009,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,154.5,,,,1
2009,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1750.6,,,,1
2009,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,359,,,,1
2009,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,113.6,,,,1
2009,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,132.7,,,,1
2009,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,159.8,,,,1
2009,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,97.9,,,,1
2009,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,147,,,,1
2009,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,257,,,,1
2009,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,111.9,,,,1
2009,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,170.8,,,,1
2009,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,95.3,,,,1
2009,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,105.6,,,,1
2010,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2223,,,,1
2010,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,436.6,,,,1
2010,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,29.7,,,,1
2010,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,41.7,,,,1
2010,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,12.2,,,,1
2010,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,198.4,,,,1
2010,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,154.6,,,,1
2010,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1786.5,,,,1
2010,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,369.4,,,,1
2010,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,117.7,,,,1
2010,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,139.8,,,,1
2010,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,163.1,,,,1
2010,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,95.4,,,,1
2010,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,152,,,,1
2010,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,263.8,,,,1
2010,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,112.1,,,,1
2010,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,172.4,,,,1
2010,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,96,,,,1
2010,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,104.7,,,,1
2011,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2227.8,,,,1
2011,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,431.7,,,,1
2011,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,25.6,,,,1
2011,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,40.8,,,,1
2011,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,11.3,,,,1
2011,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,197.1,,,,1
2011,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,156.8,,,,1
2011,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1796.1,,,,1
2011,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,354.1,,,,1
2011,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,122.4,,,,1
2011,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,139.6,,,,1
2011,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,174.2,,,,1
2011,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,94.5,,,,1
2011,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,155.3,,,,1
2011,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,262.5,,,,1
2011,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,107.6,,,,1
2011,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,183,,,,1
2011,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,97.4,,,,1
2011,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,105.7,,,,1
2012,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2262.5,,,,1
2012,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,441.4,,,,1
2012,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,23.8,,,,1
2012,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,43.1,,,,1
2012,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,11.1,,,,1
2012,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,198.6,,,,1
2012,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,164.8,,,,1
2012,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1821,,,,1
2012,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,346.9,,,,1
2012,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,129.3,,,,1
2012,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,136.5,,,,1
2012,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,170.2,,,,1
2012,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,96.8,,,,1
2012,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,164.5,,,,1
2012,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,275.2,,,,1
2012,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,108.9,,,,1
2012,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,182.7,,,,1
2012,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,109.5,,,,1
2012,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,100.5,,,,1
2013,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2265.6,,,,1
2013,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,442.1,,,,1
2013,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,28,,,,1
2013,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,46.8,,,,1
2013,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,11.2,,,,1
2013,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,204.4,,,,1
2013,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,151.7,,,,1
2013,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1823.5,,,,1
2013,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,360.5,,,,1
2013,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,127.3,,,,1
2013,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,139.6,,,,1
2013,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,178.3,,,,1
2013,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,98.8,,,,1
2013,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,166.7,,,,1
2013,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,267.2,,,,1
2013,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,107.4,,,,1
2013,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,179.5,,,,1
2013,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,99.4,,,,1
2013,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,98.7,,,,1
2014,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2278.4,,,,1
2014,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,449.9,,,,1
2014,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,24.3,,,,1
2014,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,50,,,,1
2014,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,13.7,,,,1
2014,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,200.5,,,,1
2014,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,161.4,,,,1
2014,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1828.5,,,,1
2014,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,358,,,,1
2014,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,133.8,,,,1
2014,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,137.2,,,,1
2014,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,182.3,,,,1
2014,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,87.9,,,,1
2014,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,166.3,,,,1
2014,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,269.8,,,,1
2014,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,107.7,,,,1
2014,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,185.3,,,,1
2014,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,102.4,,,,1
2014,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,97.9,,,,1
2015,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2306.2,,,,1
2015,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,459.1,,,,1
2015,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,22.2,,,,1
2015,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,48.3,,,,1
2015,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,14.5,,,,1
2015,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,201.5,,,,1
2015,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,172.5,,,,1
2015,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1847.2,,,,1
2015,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,352.9,,,,1
2015,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,140,,,,1
2015,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,128.6,,,,1
2015,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,188.1,,,,1
2015,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,93.5,,,,1
2015,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,163.4,,,,1
2015,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,287.4,,,,1
2015,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,114.5,,,,1
2015,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,177.5,,,,1
2015,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,105.1,,,,1
2015,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,96.1,,,,1
2016,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2379.5,,,,1
2016,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,470.1,,,,1
2016,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,24.4,,,,1
2016,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,50.8,,,,1
2016,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,13.5,,,,1
2016,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,211.3,,,,1
2016,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,170.1,,,,1
2016,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1909.4,,,,1
2016,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,369.9,,,,1
2016,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,137.9,,,,1
2016,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,135.9,,,,1
2016,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,195.5,,,,1
2016,British Columbia,2,2016A000259,"Business, building and other support services",13,Persons,249,thousands,3,v91417700,72.13,104.7,,,,1
2016,British Columbia,2,2016A000259,Educational services,14,Persons,249,thousands,3,v91417701,72.14,165,,,,1
2016,British Columbia,2,2016A000259,Health care and social assistance,15,Persons,249,thousands,3,v91417702,72.15,291.6,,,,1
2016,British Columbia,2,2016A000259,"Information, culture and recreation",16,Persons,249,thousands,3,v91417703,72.16,126.6,,,,1
2016,British Columbia,2,2016A000259,Accommodation and food services,17,Persons,249,thousands,3,v91417704,72.17,174.2,,,,1
2016,British Columbia,2,2016A000259,Other services (except public administration),18,Persons,249,thousands,3,v91417705,72.18,104.6,,,,1
2016,British Columbia,2,2016A000259,Public administration,19,Persons,249,thousands,3,v91417706,72.19,103.7,,,,1
2017,British Columbia,2,2016A000259,"Total employed, all industries",1,Persons,249,thousands,3,v91417688,72.1,2466.8,,,,1
2017,British Columbia,2,2016A000259,Goods-producing sector,2,Persons,249,thousands,3,v91417689,72.2,491.7,,,,1
2017,British Columbia,2,2016A000259,Agriculture,3,Persons,249,thousands,3,v91417690,72.3,26.2,,,,1
2017,British Columbia,2,2016A000259,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417691,72.4,49.8,,,,1
2017,British Columbia,2,2016A000259,Utilities,5,Persons,249,thousands,3,v91417692,72.5,12.9,,,,1
2017,British Columbia,2,2016A000259,Construction,6,Persons,249,thousands,3,v91417693,72.6,228.6,,,,1
2017,British Columbia,2,2016A000259,Manufacturing,7,Persons,249,thousands,3,v91417694,72.7,174.2,,,,1
2017,British Columbia,2,2016A000259,Services-producing sector,8,Persons,249,thousands,3,v91417695,72.8,1975.1,,,,1
2017,British Columbia,2,2016A000259,Wholesale and retail trade,9,Persons,249,thousands,3,v91417696,72.9,374,,,,1
2017,British Columbia,2,2016A000259,Transportation and warehousing,10,Persons,249,thousands,3,v91417697,72.1,139.4,,,,1
2017,British Columbia,2,2016A000259,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417698,72.11,156.2,,,,1
2017,British Columbia,2,2016A000259,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417699,72.12,197.2,,,,1
